gene_id,cpg_density,tata_box_score,promoter_gc_frac,h3k4me3_signal,atac_accessibility,tf_motif_count,expressed,log2_tpm
MLTTR_0001,0.2892553485019472,0.7041728947642504,0.3205268507485712,1.3147009127813898,6.999683644930359,6,0,7.057650673556575
MLTTR_0002,0.19279249293882794,0.041166356761451965,0.6944526259235801,3.0816242774896896,3.9254336128688765,8,1,5.945930620206205
MLTTR_0003,0.16030368646385548,0.5960841899822108,0.5169133283391449,2.857829641533313,4.549222049228145,8,1,7.366683926136353
MLTTR_0004,0.28181310482411503,0.7010421009944711,0.3386017314793012,6.967968118938556,5.231556022547599,8,1,7.892310162644526
MLTTR_0005,0.21324203935124042,0.7301748587190418,0.6191873613854201,5.445056003842634,5.164578948177438,3,1,7.906171712228341
MLTTR_0006,0.09191476994658507,0.4973022460204331,0.650697707873319,4.950236214076306,4.701870524282059,5,1,5.816656135813256
MLTTR_0007,0.43549886342390703,0.6284981944161694,0.4493788094379429,2.431741717367269,6.297462454514984,1,1,7.280538005142925
MLTTR_0008,0.3732988869724658,0.6335129946631515,0.6179778040994861,4.610862233585993,7.335115076943197,9,1,7.936081571786765
MLTTR_0009,0.10765907008081015,0.8245883456154462,0.32707761527024476,6.297015881982469,6.678188838217528,4,1,7.942753670848748
MLTTR_0010,0.2410746998080123,0.29651374212477083,0.5802939757152998,5.289598774227633,4.047373337647544,4,0,6.2900908990722035
MLTTR_0011,0.4618458960327145,0.3819773390483246,0.690297091570641,7.083542168294915,1.3625249455052106,8,1,7.538391843751114
MLTTR_0012,0.14860297398709185,0.7449622754604127,0.5995004933971455,5.1264112350783115,5.21200579775087,5,1,6.909840611132133
MLTTR_0013,0.0833979492075585,0.9105836931631323,0.40746123634035497,6.355033579372488,0.0,8,1,6.1643312787291205
MLTTR_0014,0.3022897152098947,0.5237212874458346,0.45784628610598715,5.8841047842880325,6.3111242992016,1,1,8.422693583003184
MLTTR_0015,0.20065065496749435,0.3108978351110866,0.5682349360943642,3.8359313889910913,6.209294281827963,7,1,7.420819849661626
MLTTR_0016,0.11552093463724232,0.516371027023837,0.4747947294967788,7.6438428547478505,2.611159126501854,5,1,7.1443459815338475
MLTTR_0017,0.5349314763198155,0.6237052149478197,0.697576228684735,5.693252761938443,6.13362754366451,7,1,8.112824009373204
MLTTR_0018,0.04102813529420183,0.567852093637068,0.613285261517867,6.618107116345605,3.697131060151073,7,1,6.60396617484538
MLTTR_0019,0.4103556534954927,0.43424462764635835,0.4731153999344492,2.840413376591356,7.473163195706684,3,1,7.392550921050253
MLTTR_0020,0.5273579341113018,0.40065023796316257,0.5812615982006464,2.7977350799875382,3.4938766464899103,2,0,7.3632338721216595
MLTTR_0021,0.363830306500062,0.6934812421750781,0.327931189102361,4.609282701490101,3.361034484723617,8,0,7.456832244489244
MLTTR_0022,0.15675454455888826,0.4930294591693142,0.4333466041130282,3.3585219473635046,3.7114246163494773,1,1,5.5482425185927555
MLTTR_0023,0.26828622866893453,0.15099414783466733,0.315632340382845,6.207889275615633,5.461824186299975,7,1,6.647482536281537
MLTTR_0024,0.31755509118150904,0.5681599801435511,0.4363474902723466,5.787007771068702,2.9609268276915,0,1,5.0274940548700275
MLTTR_0025,0.05637389557548765,0.374297293358681,0.3707078782792158,7.4205918740249075,9.411027384012314,5,1,7.967992412142075
MLTTR_0026,0.6560135728256254,0.6553310698496699,0.4944849204080146,6.146159389006155,4.2660526149287,5,0,9.110464427707141
MLTTR_0027,0.36048018392632525,0.8072559260416982,0.4320706932064361,2.7098479129533373,8.425631996563677,3,0,7.690865893339708
MLTTR_0028,0.35095307632688144,0.564915614669628,0.3236742800931348,6.864841647980787,4.436058399856269,1,1,7.490124606542888
MLTTR_0029,0.17406920645512813,0.44813591172578066,0.3638473945721952,3.668950985316184,4.374271346325445,8,1,5.491133192591698
MLTTR_0030,0.35502292964077903,0.5450035592354707,0.46407540451673657,3.501610181810694,3.60563220944792,4,0,6.099808571228801
MLTTR_0031,0.033281095575998204,0.8194403908542904,0.5405134588310825,5.092770584393151,3.5063796617745724,3,1,5.843479479418692
MLTTR_0032,0.31694606271942294,0.23520585781711603,0.4061781341483461,4.950897793885661,5.8533908734753535,6,1,6.632677822161205
MLTTR_0033,0.5822989399045635,0.6157906324471886,0.46043783810923816,7.042367727388168,7.341993735045443,4,1,8.54076500885612
MLTTR_0034,0.5123189673759735,0.8009802760623924,0.6783652546329823,10.0,5.205721952071968,0,1,9.11371056516093
MLTTR_0035,0.1628268693494972,0.7995498316932697,0.46380321211674436,5.815491658193282,3.247826618605596,0,1,5.9561749447897885
MLTTR_0036,0.2576112135761846,0.8836669737015895,0.49296931846445635,7.876843086723276,5.412162676051912,8,1,8.208058392367901
MLTTR_0037,0.239107997657817,0.6118706897852118,0.4988889384906379,4.546137509988209,3.4475878664208115,5,1,6.630709009083279
MLTTR_0038,0.2145584236037491,0.7078432109769406,0.6702295712202743,5.6420141401078805,0.0,1,1,6.459899554808169
MLTTR_0039,0.29472414784037326,0.19568976249711484,0.36686705363545835,3.9343702340637705,5.240823124605404,6,1,7.3535442088912495
MLTTR_0040,0.14769116423214945,0.6480777659880029,0.4868138581462266,4.1232011884670285,1.5758225210076033,1,1,5.387604244659261
MLTTR_0041,0.10585189261848153,0.7070182664126426,0.624058328802629,7.653674873609495,3.7563543562990365,3,1,7.238407586321694
MLTTR_0042,0.3678941275883592,0.512538913887314,0.5123876502014014,5.874136717334275,5.099614940777581,7,1,6.85447550808909
MLTTR_0043,0.34759042830757664,0.1849385066172944,0.4336430825620348,5.8597773417918955,4.209617553652845,10,1,8.295340121874858
MLTTR_0044,0.1283307112624051,0.7456398606147774,0.45073222269352764,3.3681792420418653,4.481375349496851,10,1,6.6402217919043265
MLTTR_0045,0.3076686877231478,0.5293773135762437,0.378349769347472,8.384074261513124,8.026192600822979,10,1,9.147639541162281
MLTTR_0046,0.21698400769249268,0.32974501468938777,0.5680750171814666,4.613845045691827,6.86798966777639,1,0,6.924614991497337
MLTTR_0047,0.43264196141394773,0.41799233621630494,0.6376873749452385,3.6689808195910336,7.964587152031416,3,0,7.777918742507837
MLTTR_0048,0.4241020846117579,0.5262354704217808,0.591153696053389,4.930454017258508,5.412906570058109,7,0,7.256858963808788
MLTTR_0049,0.29379251890584945,0.6033450227915484,0.3198814493771154,6.315151633229283,5.439580428545125,1,1,7.402856760013275
MLTTR_0050,0.39802162536869723,0.2947853900009615,0.6142102619026466,6.4656165205209195,8.455128065605837,5,1,8.050603933422012
MLTTR_0051,0.2615082748011315,0.5966394261149925,0.5988905786613654,7.90619731709331,3.771389170295903,0,1,8.09398000459919
MLTTR_0052,0.09649590887076823,0.9154497831397908,0.4513884586382135,2.8509421235480303,5.646970267473719,2,1,5.0509021661294025
MLTTR_0053,0.6771682961457475,0.6919743597642294,0.41373973715552687,4.110501413370275,5.2570855317564416,2,1,7.508809144871544
MLTTR_0054,0.26635034459579976,0.21007851267825736,0.6844578677493989,8.08607405833257,5.569615505292432,6,1,6.509208033751517
MLTTR_0055,0.11618932031916104,0.6088688786708294,0.3555349878883466,9.510653655319237,6.164521209117529,6,1,7.4989404910053
MLTTR_0056,0.3006965719159303,0.8266380389117642,0.6160687690164548,3.715985274162178,5.230314573295743,4,1,7.4576683871956675
MLTTR_0057,0.24105294775830038,0.6287886064537291,0.4079769480658095,4.77893937299982,6.580889452008969,1,0,7.554385324026184
MLTTR_0058,0.13464881420816532,0.35276049713674784,0.5173648676404294,1.8858191614768969,3.3410220340454266,4,0,4.433071856913262
MLTTR_0059,0.08907592412967495,0.2741234903221676,0.580981245746351,3.3274143682970134,5.965765298741565,3,1,5.476852962875765
MLTTR_0060,0.05940000423892549,0.38786021788377634,0.6660737198338255,3.2074216742042214,2.955832184335488,9,1,5.392133067699437
MLTTR_0061,0.188569928961673,0.43082600940158133,0.6092146868725616,4.7662465203588305,7.099655415831032,7,1,6.578012050686178
MLTTR_0062,0.07854409513126422,0.21567372046848685,0.3321495546611637,2.594376363630808,6.908850253386767,6,1,4.733070873652914
MLTTR_0063,0.10195857668422421,0.32518703510905433,0.6466053195422399,6.830300196235185,4.584022501805656,8,0,7.417530205941237
MLTTR_0064,0.06953385355500574,0.5270857965273633,0.6888609666107912,4.858273499837543,3.994527945241196,8,1,6.527804048953553
MLTTR_0065,0.2669032832747463,0.4794370223572553,0.3147045903340998,4.46753462295648,4.9338591084924035,5,1,6.2703618637695255
MLTTR_0066,0.4742304102733745,0.15698873184525372,0.4184849260387414,6.812624598720956,6.0652765719111725,0,1,7.530303933596686
MLTTR_0067,0.27730341061862973,0.7618105645803911,0.6531840915644465,4.440747686929137,2.0323929852475096,4,1,7.320194943386704
MLTTR_0068,0.14903184056949453,0.3484962671814091,0.5125833545581637,2.4978307564482303,3.022691380973492,10,0,5.2249723076142
MLTTR_0069,0.17044893119857776,0.3218209251126065,0.3035653145775695,5.028597066930811,6.81434726833392,3,0,5.8468362002226275
MLTTR_0070,0.2931879326577948,0.7976697898498568,0.607284438321982,9.306348370896174,4.560967162207171,2,1,7.742132041476801
MLTTR_0071,0.14793949821178645,0.36218025040698615,0.694749262500881,5.173645473779395,2.47179226195207,8,0,4.773253327378025
MLTTR_0072,0.3175156386662573,0.08287528666146457,0.3595749868650696,6.019072165746033,0.6402528423516811,5,1,6.350054503990246
MLTTR_0073,0.3413472748627083,0.12003224154556318,0.6467478823264541,4.581667332445986,4.110679091580318,0,1,6.567423498678583
MLTTR_0074,0.3161720805454633,0.6827534781793841,0.5481508018974142,4.5366541586083775,1.5516261296994274,0,0,5.823364967351321
MLTTR_0075,0.49655943657314944,0.6549666756917923,0.5439738282140133,5.981819900155265,5.217318281370037,5,1,8.256274268640848
