temp_1,average,temp_2,friend,target
33.74540118847362,44.75357153204958,36.98384387897708,29.36111842654619,44.04605971281605
31.559945203362027,40.290418060841,32.95515166436272,62.48435466776273,43.02103056961305
30.205844942958024,44.84954926080997,27.858473013283263,30.909498032426036,42.08512008717193
31.83404509853434,41.52121121479769,18.771300035066332,37.47374841188251,42.90073936479381
36.118528947223794,40.697469303260206,31.57840856961774,47.364199053022155,38.17539259732942
37.851759613930135,40.9983689107918,50.6491997691191,22.787024763199863,41.7884660437592
36.07544851901439,40.85262061843646,33.072255069420365,61.053981590729414,40.41661250041345
34.40152493739601,40.61019117422389,31.733280918183578,74.55922412472692,40.98894427535975
32.58779981600017,43.31261142176991,33.63211779102395,52.80261676059678,41.08065975224045
31.84854455525527,44.84792313882279,32.94173613552458,75.312454101387,46.76352207789722
30.884925020519194,40.97991431209572,30.30668360857799,43.320637381368925,44.39779260882142
32.71349031773896,44.14368754575965,25.98009983093223,52.56176498949491,43.23881746790579
31.409242249747628,44.0109849037702,28.024632248217834,20.331327027416144,46.22335257768174
38.154614284548344,43.53428671923808,42.62627593509215,24.44267910404542,46.509995594489475
33.584657285442724,40.57934529762565,35.24097444246054,39.85388149115895,46.95109025424472
30.635583502860236,41.55491160857831,36.53416522636374,58.253448281312785,43.203584121088646
38.87212742576327,42.36107462580975,40.68030755100144,65.64710291701385,43.709760490789755
50.61277197569496,44.62580307972736,67.47425324382833,45.652461101512976,50.159218389865245
45.25419126744095,40.647348561959824,45.689426608631805,38.8613588645796,51.401985299068265
50.08570691164703,45.44539884355656,47.413624643279505,65.33306831258292,49.00989225837133
47.28798165491622,40.46187945897276,43.245513640450284,75.78185914055439,50.99648591283093
53.08120379564417,43.80042253906254,54.36678814592557,31.194203533162153,52.62902579172634
53.92558998489978,43.2360534514939,50.41532451551302,33.6761097525165,51.344675706804466
49.27107788626256,44.908088595534956,35.99519764844521,33.326468628243816,52.69103588777753
46.19865367333683,42.02569102842177,45.39222511500678,51.12743730460197,52.80810171362908
52.03018958895178,42.18177761427577,51.937435566393575,38.052698589006184,48.652990756019555
47.848404943774675,40.2213216841272,48.14955599347981,23.08872507499936,56.92648422497057
47.78646464236611,45.449595315799925,44.912918604299115,49.36716561665378,51.15700355932023
54.856504541106005,41.452331629069,60.570618613681106,34.25825263954398,53.50386606537355
52.2821634861186,42.20669879631552,59.30819001550954,52.14648104448551,54.784651506983806
45.90289770054408,45.01181497353543,40.95021607489064,22.446508493285833,50.86740454079445
50.90892943188242,44.065386171053696,50.954651160583104,33.58974651187628,51.26892140633491
51.4517279040945,41.04619857402995,46.85460673292548,76.20379932420407,55.099868810035076
46.37520944145993,42.04639810630155,44.59148431261896,59.59904276205074,53.11224359706793
53.17222200201216,43.331204869596775,45.13480582920602,25.586166068353954,52.36926771706461
53.97215757953327,45.402508342979985,46.77195034111428,40.95257447675965,54.38145451222728
52.2595567887024,45.38266155971546,53.51202104043178,58.52189876925726,52.69289641899395
45.84139964995049,40.96977228456768,46.97284099744486,20.55182309699778,53.69480286515328
46.014715428660324,43.98101061464833,55.34358798438411,59.11767557015603,52.94766584182358
47.2426930946056,44.27307532808521,43.48679597128596,64.78948430708145,49.73914389375894
51.49632899047215,45.09534046296507,55.6066297904446,25.620486069685548,55.7935859653079
48.677158030594335,41.591214206090356,53.070525771548816,57.86831755983577,51.52081098361238
52.94811303541648,43.01582255863115,51.624828869226704,31.71457926788267,57.44033833317924
52.224521152615054,41.68463417464513,52.43442147496517,30.626640764422937,51.72545636580437
54.40458584352914,45.72357146201553,53.28727191689988,20.927396991732046,53.42800098818418
54.28318562587725,42.56910488990388,52.020874464153906,43.105863716115515,53.554099589807215
53.51136671516857,41.901532030937666,54.58183543581959,76.16928644964686,55.50852244257602
51.96029796674973,43.42036702053619,53.11506658147539,79.4032310062558,56.38212621721928
46.40084015236524,43.10997791418242,48.189776954106655,61.82094445971608,59.12156905273647
52.02484083987109,42.15694690731853,56.55045063965389,68.60680368075084,56.79219125503094
53.67072318580104,45.47944331533883,56.245961617331275,67.89771073800651,65.70546298130944
51.49963930777765,44.21180126354622,52.66112009865967,40.27970941109215,58.35236184410464
48.75582952639944,40.56389163904522,46.32901178725392,47.93588108794761,58.163748278772644
50.42644634707577,41.719247512769705,48.35378732012631,22.240891324952866,58.16039742508163
53.22600560659659,42.161143848467574,53.5474057020739,66.19961318591665,55.844510444141385
47.15821027496843,43.737342854914004,59.103390061930746,58.24579408989239,61.68682751664107
52.26091333722661,45.855112476775204,42.135200403938576,67.71117168612221,58.372908629538856
47.70832251262074,42.63382852423382,43.84922712383696,30.397659204250747,61.32260346121631
46.56437042671086,41.501457388987575,55.391641628116346,59.61184260306388,58.809963421921914
47.79933896945943,45.72919168397917,49.68582029676147,56.70324477406113,61.30270197295898
49.1960006242779,41.48638593700694,55.530556370211016,20.863609317785354,56.584661068762436
46.16072640506916,40.27601585213051,44.97376659903582,25.87004963906009,61.74401136094461
49.916158751168325,42.84083062468339,48.653317994202524,43.91028406384241,55.5044336360703
63.07925049026108,56.35093650867644,62.43718975756254,57.55159494285418,59.06867045749091
62.51568129290044,58.56489841188322,57.60813803766068,24.234124844025793,60.92420694852654
63.21209639103158,50.26511310541622,66.4479098749668,54.52845067255274,60.25218965564806
61.94084963103261,56.43288218442353,72.60601650431394,76.48788852659152,56.095824400954996
61.93051318900387,59.61190563823914,59.49834935874207,39.138537817625675,60.41519652257144
64.22437655484727,50.232719357358256,61.27755277012621,27.089889657299373,61.699204194042046
63.483685826820754,56.28942846779884,65.2937553865331,68.20885582309091,61.16262826807145
61.410172862856534,51.77439543779723,65.14664088847285,79.4303085200404,61.22074053086693
62.06308838455713,53.72018085792783,58.71707474365107,75.84543953621389,62.32387463549355
64.29206375921505,54.28994027375018,68.41914550415521,26.187432130155955,61.62701927200128
64.51276453339783,55.05252372447857,61.896824065462276,73.73139370977202,61.898285975562
61.946008393670816,50.108376514802984,63.566840156113024,77.03642881625336,59.73971389126463
62.86718944061643,56.31837212169799,53.906963939940354,39.71987272219496,59.10645297642019
63.36259228038519,57.5237452943768,66.48319136564596,25.472366182921423,61.25669101852856
62.472101523512904,50.57558760016644,52.02201278036151,73.26225096549798,63.540863033133434
61.754575062760395,51.17067016427606,63.81923233413852,57.09308379897566,58.87255089439205
60.50561338061395,50.841068061149976,58.33909634610115,69.31160355742136,60.40764545505493
63.531211135782485,50.813487806419,56.29078942829587,68.76797403545015,57.18507245124689
64.7362428869193,59.86001063822871,61.41510567039719,25.010043001920124,62.720222732496346
63.88573457963719,57.79202124867903,68.17403269564728,26.67184893836908,65.68012294007315
62.463125521454295,55.056768223837096,59.05141251585353,27.129074976084315,65.90360902892837
60.587631233885524,58.246051510580315,63.18436380509139,77.73035290847253,69.06547782600515
61.87435289761852,56.4285604314093,60.15834671446268,77.79335236643668,66.91535290885768
60.06077237344908,59.8493941335382,61.181234782501164,24.427793884123933,66.02518480156358
62.769271422006604,59.84651267809549,74.14807790984263,61.74492133907703,66.81245337009986
62.27270532383886,58.137790400420315,66.63430850744226,22.726782820487472,66.3666840114767
61.404815947961154,59.7520574203828,60.8501562698136,57.207955868092206,67.95261825296221
61.38690591490566,55.940605798618805,50.767427293356626,55.01936671105233,64.94848995663848
60.388673184824924,59.87197403833083,50.825140599503825,68.82770118241692,66.72495291761061
63.423655862769394,55.81308469672446,56.82248982766618,75.9637090012408,69.6629175317087
64.33031944750203,55.226093350530945,63.9622638685425,68.63319984690997,65.43555762202558
64.93638064657472,55.75208445551764,56.370708001120335,78.19486386887618,68.70774474833082
64.21059461567854,59.19164352355569,51.94927160909988,36.40442431584238,64.19741236267066
60.28187748325463,59.32361188127527,60.30809598184555,66.13924491083063,66.09396118752949
64.72382864941214,59.24823695338706,63.15871010832994,27.7495649090897,62.80175305492504
64.77025513629361,58.0308731722544,68.32832952673806,57.08769442747375,63.75071581632426
61.790813590164205,55.567787960998146,63.00248202057977,66.33910350413836,70.09479784226048
62.60081750555997,59.2609075015927,72.9045571299699,72.5992161595007,69.5106816848864
62.017414331061985,55.6700761422532,69.46264020048439,32.777849690534644,67.75565033696023
60.68185737793385,55.07272332833941,65.9739798121818,43.53464270598394,62.48252102715377
62.187374610118646,59.52079347246874,63.188046705985755,67.01918076446859,61.65826834373918
61.98271391160635,58.11043350113937,53.465801714830576,47.54814537429568,65.88890460220676
74.80032575285477,67.38927140989304,80.41371417684488,34.408737126691584,70.117608479008
65.75863328108665,61.93319582865974,67.59162451157088,30.91280506394869,71.1202404273453
