
Name	WT_L1_1	WT_L1_2	WT_L1_3	WT_L1_4	LiY_L1_1	LiY_L1_2	LiY_L1_3	LiY_L1_4	WT_p18_1	WT_p18_2	WT_p18_3	WT_p18_4	WT_p18_5	WT_p18_6	WT_p18_7	LiY_p18_1	LiY_p18_2	LiY_p18_3	LiY_p18_4	LiY_p18_5	LiY_p18_6	LiY_p18_7
ENSMUSG00000055560	0.376414	0.424608	0.321039	0.301479	1.08828	1.25047	1.32097	1.40827	0.0	0.509192	1.28746	1.1532	1.0891	1.05017	0.795408	1.60111	0.939284	1.28211	1.08396	1.09187	1.17331	0.973449
ENSMUSG00000052632	1.70102	2.12557	1.58612	1.3348	6.32372	5.7249	5.09482	5.02197	0.0	2.91054	7.29637	7.62271	5.27543	4.39819	4.11039	6.20358	5.43659	5.57123	4.94166	4.90937	4.68177	6.36159
ENSMUSG00000039853	6.57595	7.76098	4.95959	4.06729	30.3846	62.6734	58.8313	46.4371	0.0	13.7362	37.7126	30.5927	24.4881	23.985	19.5092	39.6481	36.643	47.9731	44.0614	42.2085	44.8273	31.5525
ENSMUSG00000098943	684.226	484.101	305.284	0.0	0.0	74.4402	0.0	228.42	0.0	42.9194	125.23	626.366	1095.19	394.861	655.441	623.037	144.086	186.578	282.786	314.38	350.188	345.349
ENSMUSG00000032571	3.14718	3.62809	3.24498	3.03085	15.1092	14.0995	15.1338	11.79	15.571	5.51339	10.3734	12.931	11.9057	7.88941	7.17938	17.1024	14.8956	12.2579	13.8958	11.914	11.3374	12.5726
ENSMUSG00000050088	6.4301	7.11753	6.57637	6.01943	16.4498	15.4577	14.9541	13.7761	0.0	8.41602	10.0883	12.3244	8.98013	10.3117	10.0748	13.893	13.0375	14.8506	12.3701	12.3977	12.2032	11.8381
ENSMUSG00000020964	17.7485	19.8308	15.1589	10.2349	38.6483	56.4417	49.8453	39.5668	0.0	20.2559	32.2096	29.5042	26.5592	21.8437	20.603	41.0711	37.7582	32.6756	36.683	37.9903	35.1602	35.9369
ENSMUSG00000093021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000079466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019248	0.0	0.019889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000090265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000097573	0.056476	0.07134	0.138159	0.055413	0.618924	0.23211	0.334213	0.393555	0.0	0.192644	0.318502	0.675347	0.561639	0.246274	0.202857	0.348955	0.507295	0.409684	0.394724	0.377994	0.335239	0.529712
ENSMUSG00000104588	0.0	0.0	0.0	0.007016	0.064837	0.0	0.031733	0.0	0.0	0.0	0.0	0.033078	0.0	0.0	0.023696	0.0	0.017494	0.0	0.0	0.0	0.012726	0.0
ENSMUSG00000099569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000059895	1.88114	2.02319	1.98877	1.57658	3.49268	4.75711	3.85724	4.76514	0.0	2.00348	4.13263	5.12943	4.48921	3.6659	2.76792	4.59722	7.55108	6.95262	6.02745	4.7359	5.17635	5.06466
ENSMUSG00000072294	0.48564	0.405904	0.611477	0.455484	3.91432	2.6892	3.01162	2.46282	0.0	0.988482	2.74151	3.25306	2.05211	1.38553	0.987176	3.89958	3.24141	3.1386	3.16379	2.5586	2.20579	2.57126
ENSMUSG00000040583	0.014118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054495	0.0	0.0	0.0	0.036361	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000051650	1.12784	1.16709	0.371576	0.356139	4.30712	7.69124	7.4186	1.61583	0.0	0.537408	3.81974	4.06066	1.43762	1.83358	1.66819	1.90666	4.66298	3.90932	3.33547	3.14038	0.486079	3.94789
ENSMUSG00000045435	3.89155	3.48644	3.80741	3.60602	9.19058	7.76009	8.6592	8.83281	0.0	4.22302	6.10802	5.88751	5.4	7.11386	5.89462	8.41944	7.32064	7.0113	8.04927	7.59518	7.11466	6.92383
ENSMUSG00000084970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039176	0.0	0.0	0.0
ENSMUSG00000088001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022243	0.008599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000099565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000106965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000101286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000085310	0.025187	0.0	0.0	0.0	0.095295	0.0	0.0	0.0	0.0	0.0	0.044216	0.0	0.046422	0.054756	0.0	0.0	0.0	0.0	0.0	0.0	0.066781	0.0
ENSMUSG00000077398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024535	0.267619	0.243515	0.200996	0.14972	2.93709	1.84206	1.66969	1.11095	0.0	0.494039	1.06656	1.27766	1.07609	0.631869	0.60353	2.24916	1.98676	1.592	2.07296	1.84398	1.65072	2.39269
ENSMUSG00000086076	0.0	0.0	0.0	0.0	0.123623	0.0	0.120703	0.0	0.0	0.0	0.0	0.127229	0.0	0.0	0.090871	0.168961	0.136545	0.0	0.0	0.0	0.097734	0.08283
ENSMUSG00000085426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000033706	17.9821	20.3561	14.8459	11.3937	13.5513	36.2031	29.2561	23.8117	60.9405	20.0561	49.8285	46.8674	35.3807	24.5837	25.569	33.3536	35.0721	43.1562	40.1404	37.6498	36.6763	28.1268
ENSMUSG00000082507	0.0	0.0	0.0	0.0	0.144604	0.128921	0.0	0.140361	0.0	0.0	0.0	0.149083	0.140706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19374
ENSMUSG00000017718	1.39978	1.144	1.09717	0.603333	3.382	2.57842	3.22658	2.94956	0.0	1.07149	1.07539	2.25979	2.39801	1.63582	2.28961	3.36739	3.63001	2.10995	1.7279	1.8192	2.63989	2.4519
ENSMUSG00000100189	0.180936	0.085608	0.036882	0.029594	1.98728	1.8514	1.33988	0.997601	0.0	0.137752	0.950035	0.982978	1.4684	0.574745	0.401814	1.68309	0.52355	0.751294	0.74265	0.6082	0.809759	0.597264
ENSMUSG00000080480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000097929	0.0	0.0	0.0	0.0	0.033764	0.0	0.0	0.0	0.0	0.008464	0.01576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013004	0.0	0.0	0.0
ENSMUSG00000032582	15.6291	14.5585	13.348	9.16062	56.4443	70.9235	57.9337	55.8111	0.0	27.224	66.2027	63.1206	46.2995	30.6524	37.3631	61.8031	50.2656	44.9281	43.039	45.5413	43.4198	46.9049
ENSMUSG00000088816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000034416	0.031123	0.012283	0.0	0.0	0.044485	0.017314	0.043554	0.049342	0.0	0.012739	0.01189	0.038876	0.059642	0.036592	0.085483	0.192034	0.079751	0.062749	0.063576	0.005624	0.129894	0.055429
ENSMUSG00000026098	0.925883	0.846745	0.833509	0.849774	3.95694	3.48961	2.72159	2.14994	34.6585	0.808429	3.85513	3.64258	3.39945	2.22823	1.89427	5.17389	3.8973	3.18979	3.66187	3.57486	3.32318	3.77904
ENSMUSG00000044763	3.10058	3.41937	2.77734	2.68174	5.59893	7.44855	6.96516	5.41828	0.0	5.44414	7.92419	6.37136	5.0014	4.70313	4.1751	5.84705	6.87845	9.17747	6.1395	7.05687	6.28346	5.89928
ENSMUSG00000089966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000045896	13.5472	12.7478	14.049	12.4704	14.8158	22.9806	19.4015	19.7796	0.0	16.1091	31.5619	23.9544	19.4488	19.1443	18.7427	20.4082	15.8623	24.3151	19.7745	17.9512	19.7537	16.8108
ENSMUSG00000047123	3.51436	4.71733	2.71722	2.08847	4.66332	6.87264	7.19574	5.97168	0.0	4.48918	4.33884	3.99822	2.84095	3.58908	3.07727	5.20589	5.46979	4.69815	5.23823	4.54436	4.94534	4.80122
ENSMUSG00000081944	0.642614	1.1366	0.327345	0.790138	2.45436	2.69293	3.28339	2.97656	0.0	0.624393	3.27793	3.53034	2.38535	1.6327	0.90926	3.79094	0.700626	2.86262	1.93758	1.64919	2.20788	2.05514
ENSMUSG00000099343	0.050527	0.0	0.051494	0.041325	0.0	0.257882	0.1872	0.092978	0.0	0.0	0.0	0.098375	0.0	0.062038	0.0	0.392495	0.0	0.105004	0.074356	0.25542	0.075604	0.12842
ENSMUSG00000086912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000075437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065684	0.0	0.0	0.0	0.0	0.0	0.0	0.049621	0.0	0.0	0.0
ENSMUSG00000078441	9.90956	12.887	10.0925	8.96011	11.2767	13.3818	15.0436	13.9383	0.0	10.7573	10.8201	12.7111	11.5454	11.2968	9.65607	14.4069	12.927	12.1848	13.4865	12.5973	11.9528	11.26
ENSMUSG00000064862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000082628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000095410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000069581	0.086499	0.126406	0.187773	0.148007	0.380982	0.511738	0.200859	0.352688	0.0	0.059403	0.314411	0.656396	0.695092	0.795551	0.233436	0.497149	1.05207	0.690964	0.549898	0.28273	0.325317	0.386092
ENSMUSG00000090556	0.0	0.0	0.033864	0.0	0.377404	0.11338	0.184507	0.366284	0.0	0.031603	0.232799	0.0	0.183812	0.243307	0.04609	0.085814	0.0	0.241379	0.19466	0.055812	0.198135	0.295218
ENSMUSG00000022615	0.032573	0.057373	0.0	0.042744	0.062982	0.058043	0.029326	0.0	0.0	0.033764	0.0	0.03232	0.230493	0.0	0.0	0.0	0.068201	0.070822	0.0	0.05763	0.022951	0.045109
ENSMUSG00000020776	3.30538	4.10059	3.87333	3.8446	20.5328	21.9884	15.2518	13.9833	0.0	6.29653	21.3846	21.977	22.0585	13.098	13.0013	20.9632	19.0654	16.2037	19.2383	16.3158	15.2382	19.3623
ENSMUSG00000035582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026083	0.0	0.0	0.0	0.0
ENSMUSG00000018068	5.64401	6.26927	6.19013	4.44155	7.61256	11.5337	11.9853	10.8185	0.0	4.62877	7.67226	8.18714	8.08387	6.60127	5.46843	9.65863	7.75964	5.29307	5.51485	6.25497	6.66109	6.48496
ENSMUSG00000017667	0.247919	0.279381	0.1695	0.173029	2.4547	2.44716	2.28041	1.82276	0.0	0.457698	1.67702	1.79253	1.61393	0.93854	0.721485	2.7444	2.22533	2.2359	2.35889	1.94991	2.27535	2.48192
ENSMUSG00000105992	0.169076	0.133051	0.0	0.207507	0.160755	0.429097	0.156828	0.468062	0.0	0.24341	0.146033	0.16596	0.156395	0.0	0.355198	0.439948	0.357949	0.088053	0.125538	0.0	0.2548	0.107675
ENSMUSG00000073572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000084451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000098624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025502	0.0	0.0
ENSMUSG00000013643	0.051712	0.101996	0.184477	0.148007	0.0	0.0	0.0	0.0	0.0	0.024561	0.0	0.0	0.0	0.0	0.035816	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000064906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000065999	0.074614	0.076439	0.076779	0.022877	0.334774	0.435376	0.382173	0.260526	0.0	0.135455	0.295348	0.387103	0.16384	0.124188	0.051521	0.360072	0.40597	0.125667	0.366951	0.187177	0.194091	0.352245
ENSMUSG00000073377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000107294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000042524	7.24742	9.30367	9.46964	7.09692	75.873	37.5369	44.8898	34.2763	59.9041	20.2357	42.2779	55.8696	54.4404	40.9984	32.5122	65.0743	59.43	54.3399	60.5017	54.8072	55.7552	56.2112
ENSMUSG00000086253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000053754	12.2278	11.8584	11.2979	7.83429	35.3599	38.1085	33.1757	30.4722	8.82426	17.6485	40.2461	34.1158	29.9423	18.9585	23.5642	37.2294	34.0025	26.8726	29.3237	29.8906	27.5109	28.5225
ENSMUSG00000029550	4.9387	6.13896	4.77647	4.11409	21.7544	25.7056	21.0458	16.5219	0.0	9.77516	24.0411	22.551	20.2782	15.4399	13.9746	26.6873	25.0683	21.7969	21.4869	18.7049	21.0774	21.3691
ENSMUSG00000082361	0.116175	0.176402	0.045545	0.080373	4.91818	2.52395	2.39219	2.14881	0.0	0.440129	2.45064	2.98019	2.38683	1.82094	1.19419	3.2308	2.5297	2.99931	2.72043	2.1943	2.33993	3.34092
ENSMUSG00000064696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000088744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000081676	0.03418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065242	0.0	0.0	0.0	0.084406	0.04742	0.0	0.0	0.035471	0.0	0.114878	0.050953	0.04338
ENSMUSG00000040483	4.67759	4.68338	3.29988	2.80276	24.4703	18.1423	18.4881	14.4048	0.0	4.44234	10.1263	10.5727	10.3177	7.21847	7.41123	12.4582	13.5138	16.3963	13.1483	9.70389	13.8973	20.1564
ENSMUSG00000063011	0.037218	0.058763	0.037936	0.030431	0.656405	0.127443	0.114717	0.523306	0.0	0.070543	0.546423	0.718016	1.23381	0.450988	0.428557	0.574993	0.785542	0.514286	0.487874	0.436005	1.16011	0.550389
ENSMUSG00000070802	0.103597	0.125119	0.093174	0.0847	0.517914	0.459565	0.371812	0.335099	0.0	0.126915	0.483997	0.774774	0.583402	0.110526	0.27755	0.987653	0.893446	0.700746	0.939273	0.743675	0.713652	1.00378
ENSMUSG00000079057	0.572975	0.694467	0.43088	0.350951	19.2031	6.60159	6.46724	4.43232	0.0	1.63018	4.31327	4.54666	3.36101	2.94904	1.98641	8.43613	8.11957	5.89271	7.08632	5.71926	7.05591	10.1894
ENSMUSG00000018481	5.55915	6.22154	4.99017	4.54188	11.7429	14.0098	14.742	13.1925	11.2423	8.76886	15.2617	14.4319	11.7816	10.6926	9.86749	15.9338	13.9208	15.5444	13.6626	13.6026	14.119	13.6654
ENSMUSG00000097062	1.25473	1.09111	0.918131	0.86822	1.46163	2.8549	4.04943	2.95532	0.0	2.1417	3.72049	4.11586	3.2035	4.23913	4.19426	4.56942	4.18069	4.03983	1.88435	2.05322	3.30874	2.61338
ENSMUSG00000082806	0.0	0.148506	0.144025	0.038526	1.07148	0.240561	0.349001	0.25997	0.0	0.134743	0.410988	0.458193	0.26083	0.05777	0.32758	0.121913	0.587357	0.293616	0.277033	0.475966	0.070434	0.359096
ENSMUSG00000107073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000020914	12.7931	8.12303	21.7757	19.1135	9.82778	7.96603	6.58207	5.17867	0.0	7.46626	48.6223	53.0892	44.1922	28.8775	20.1634	33.3787	32.5608	27.5761	26.1318	24.4281	27.0079	29.2052
ENSMUSG00000093409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000085759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083481	0.0
ENSMUSG00000084871	0.0	0.039168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000041303	2.30816	2.57362	2.52084	2.26905	13.8038	15.052	13.5301	10.0607	16.0253	4.62899	10.1676	10.4296	9.74152	6.01079	6.15856	12.9858	12.4055	9.30058	10.7251	11.4572	10.8179	10.554
ENSMUSG00000034449	2.58777	3.31754	2.11745	1.74401	4.87399	4.09268	4.17171	3.29378	0.0	3.52885	3.44321	5.00853	3.56263	3.66485	3.73967	4.41707	4.72467	4.48276	3.76246	5.21299	4.49539	2.94447
ENSMUSG00000038210	0.0	0.0	0.0	0.0	0.0	0.0	0.023132	0.0	0.0	0.0	0.0	0.0	0.046073	0.0	0.0	0.0	0.0	0.012963	0.0	0.0	0.0	0.0
ENSMUSG00000020700	8.5679	8.10682	7.85872	5.79214	27.623	20.9258	20.6576	17.0365	0.0	11.2897	18.864	21.1541	15.092	13.9748	12.3283	23.985	23.3909	17.6138	19.5149	20.1061	19.8221	21.4487
ENSMUSG00000085044	0.417618	0.24632	0.319123	0.085447	0.19881	0.0	0.0	0.385916	0.0	0.201074	0.179457	0.205943	0.0	0.130581	0.293424	0.0	0.0	0.0	0.155787	0.177484	0.157926	0.266303
ENSMUSG00000089418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000086698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000105746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000010538	1.17112	0.879918	0.622362	0.686777	4.02773	4.45252	4.8324	3.69448	0.0	2.17146	3.97331	4.65198	5.50482	3.21381	3.31871	5.90374	4.62375	4.18575	3.94609	4.12317	5.07736	3.53261
ENSMUSG00000020532	389.977	440.887	376.779	303.843	61.4468	195.602	202.183	235.841	183.819	554.18	208.405	188.337	148.879	290.704	312.218	271.922	215.834	139.253	266.016	242.69	217.528	149.416
ENSMUSG00000057842	0.604034	0.533359	0.596482	0.499164	4.47209	4.95747	3.71179	3.67585	0.0	1.44738	3.66255	3.53346	2.65743	1.88105	1.5113	4.25183	4.66938	3.03314	2.99372	2.88106	2.96299	3.46973
ENSMUSG00000099109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000051730	4.49372	3.86673	5.54542	4.39297	10.0903	11.7089	11.1794	11.793	0.0	6.21642	9.77701	8.36058	8.22713	8.87888	8.02413	11.012	10.0035	11.1159	10.2793	9.21932	8.36834	9.58355
ENSMUSG00000084775	0.014609	0.011532	0.0	0.023891	0.138058	0.100013	0.02702	0.053597	0.0	0.027701	0.128613	0.056398	0.026909	0.017716	0.0	0.075258	0.0	0.0	0.021291	0.122294	0.021694	0.074083
ENSMUSG00000086310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175987	0.118549	0.0	0.0	0.0	0.099098	0.141547	0.0	0.143566	0.0
ENSMUSG00000091792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000034667	8.80424	9.47985	9.26479	7.54956	8.89676	15.6052	14.6548	13.5817	0.0	13.1088	16.0584	14.6667	11.7434	12.2204	12.3279	13.8229	12.4163	13.3638	12.9347	14.695	12.5284	11.9892
ENSMUSG00000081342	0.0	0.040149	0.0	0.041671	0.0	0.0	0.094385	0.093759	0.0	0.0	0.0	0.0	0.0	0.0	0.070912	0.0	0.0	0.052943	0.149973	0.0	0.0	0.0
ENSMUSG00000067614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028726	0.0	0.0	0.0	0.0
ENSMUSG00000097847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022053	0.68425	0.742233	0.549368	0.514419	8.83971	3.89003	4.3127	2.87118	27.0089	1.43426	2.90963	2.68693	2.56501	2.16132	1.71772	5.81129	5.17502	3.73479	5.7632	4.74683	4.75095	6.58304
ENSMUSG00000100170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142477	0.0	0.0	0.243673	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000076240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000047977	0.0	0.0	0.0	0.0	0.0	0.010691	0.0	0.0	0.0	0.0	0.011009	0.0	0.0	0.0	0.008609	0.0	0.0	0.0	0.00907	0.0	0.0	0.007903
ENSMUSG00000083155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000095908	0.0	0.017758	0.043484	0.0	0.0	0.0	0.040757	0.041305	0.0	0.057729	0.144045	0.051315	0.0	0.162561	0.0	0.058078	0.0	0.108603	0.032876	0.03771	0.0	0.0
ENSMUSG00000069844	2.58036	3.25348	2.90009	2.0904	5.71306	6.11686	7.63361	6.12622	34.9836	3.9733	6.45619	6.2866	6.00686	4.71171	4.82087	7.47928	8.09239	8.58091	5.90405	7.52863	7.45451	6.37583
ENSMUSG00000032387	0.61581	0.639618	0.24337	0.303294	5.013	2.7815	3.37355	1.91901	0.0	1.24567	2.44709	2.84688	2.38564	1.70377	1.24945	5.93747	3.77649	3.49032	4.67764	4.00643	3.98831	4.52248
ENSMUSG00000000976	2.3188	2.4816	2.31723	2.32479	9.77635	7.85674	8.55395	7.12941	18.138	3.60707	7.65914	7.36535	7.9477	5.56763	5.12266	9.87129	8.45656	6.96668	8.52405	8.33154	8.36153	7.85879
ENSMUSG00000021991	0.0	0.0	0.0	0.0	0.012978	0.047101	0.0	0.012596	0.0	0.0	0.109122	0.052955	0.063254	0.024931	0.056908	0.017679	0.111976	0.064067	0.049967	0.057441	0.071312	0.043533
ENSMUSG00000018377	4.21169	4.3045	3.62824	3.22187	15.5952	17.6071	17.1632	14.5074	0.0	7.614	19.1761	17.112	14.0139	12.1176	10.4801	20.0233	20.4134	20.3432	18.348	16.7496	17.8066	18.8227
ENSMUSG00000069259	0.0	0.026788	0.0	0.027778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000099974	0.677828	0.345716	0.294833	0.29566	1.23712	0.628741	0.718693	0.885296	0.0	0.058862	2.48304	2.24986	2.00589	1.51507	1.91857	4.05064	7.91724	3.17076	2.26632	0.966315	3.48803	2.67577
ENSMUSG00000077799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000083664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000092255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000085336	0.0	0.0	0.015602	0.0	0.318257	0.130974	0.056624	0.02808	0.0	0.0	0.026946	0.088653	0.056392	0.111401	0.021162	0.078861	0.219172	0.079334	0.133872	0.128152	0.15914	0.194064
